Community Name,Crime Category,Number of Records,Year,Incidents
ROYAL OAK,Social Disorder,1,2015,240
ERLTON,Social Disorder,1,2015,138
SHAGANAPPI,Social Disorder,1,2015,183
OAKRIDGE,Social Disorder,1,2015,201
ROCKY RIDGE,Social Disorder,1,2015,156
SPRINGBANK HILL,Social Disorder,1,2015,224
CORAL SPRINGS,Social Disorder,1,2015,195
GREENVIEW,Social Disorder,1,2015,222
COUNTRY HILLS VILLAGE,Social Disorder,1,2015,192
MERIDIAN,Social Disorder,1,2015,154
ST. ANDREWS HEIGHTS,Social Disorder,1,2015,181
PARKHILL,Social Disorder,1,2015,232
HAWKWOOD,Social Disorder,1,2015,207
SPRUCE CLIFF,Social Disorder,1,2015,372
GLENDALE,Social Disorder,1,2015,222
HARVEST HILLS,Social Disorder,1,2015,220
AUBURN BAY,Social Disorder,1,2015,380
CITADEL,Social Disorder,1,2015,191
QUEENSLAND,Social Disorder,1,2015,228
SCENIC ACRES,Social Disorder,1,2015,153
RAMSAY,Social Disorder,1,2015,172
MILLRISE,Social Disorder,1,2015,306
SILVER SPRINGS,Social Disorder,1,2015,199
FAIRVIEW,Social Disorder,1,2015,270
MEADOWLARK PARK,Social Disorder,1,2015,263
FOOTHILLS,Social Disorder,1,2015,221
SOMERSET,Social Disorder,1,2015,226
EVANSTON,Social Disorder,1,2015,312
WOODBINE,Social Disorder,1,2015,281
DEER RIDGE,Social Disorder,1,2015,279
RIVERBEND,Social Disorder,1,2015,259
SUNDANCE,Social Disorder,1,2015,251
HIDDEN VALLEY,Social Disorder,1,2015,228
EDGEMONT,Social Disorder,1,2015,306
RICHMOND,Social Disorder,1,2015,284
GLAMORGAN,Social Disorder,1,2015,292
WOODLANDS,Social Disorder,1,2015,317
DOUGLASDALE/GLEN,Social Disorder,1,2015,322
NEW BRIGHTON,Social Disorder,1,2015,265
HORIZON,Social Disorder,1,2015,355
APPLEWOOD PARK,Social Disorder,1,2015,297
CANYON MEADOWS,Social Disorder,1,2015,357
COPPERFIELD,Social Disorder,1,2015,380
FOREST LAWN INDUSTRIAL,Social Disorder,1,2015,268
VISTA HEIGHTS,Social Disorder,1,2015,313
WINSTON HEIGHTS/MOUNTVIEW,Social Disorder,1,2015,447
CHAPARRAL,Social Disorder,1,2015,366
CEDARBRAE,Social Disorder,1,2015,280
TUSCANY,Social Disorder,1,2015,348
EAU CLAIRE,Social Disorder,1,2015,424
EVERGREEN,Social Disorder,1,2015,393
SOUTH CALGARY,Social Disorder,1,2015,324
RANCHLANDS,Social Disorder,1,2015,292
BRAESIDE,Social Disorder,1,2015,281
WEST HILLHURST,Social Disorder,1,2015,326
BRIDLEWOOD,Social Disorder,1,2015,336
CRANSTON,Social Disorder,1,2015,432
LAKE BONAVISTA,Social Disorder,1,2015,419
WINDSOR PARK,Social Disorder,1,2015,327
RENFREW,Social Disorder,1,2015,442
MONTEREY PARK,Social Disorder,1,2015,365
GLENBROOK,Social Disorder,1,2015,354
ALTADORE,Social Disorder,1,2015,322
MCKENZIE LAKE,Social Disorder,1,2015,458
HOUNSFIELD HEIGHTS/BRIAR HILL,Social Disorder,1,2015,347
HIGHLAND PARK,Social Disorder,1,2015,408
DALHOUSIE,Social Disorder,1,2015,384
MAYLAND HEIGHTS,Social Disorder,1,2015,536
SIGNAL HILL,Social Disorder,1,2015,390
WILLOW PARK,Social Disorder,1,2015,460
INGLEWOOD,Social Disorder,1,2015,439
MOUNT PLEASANT,Social Disorder,1,2015,371
SUNNYSIDE,Social Disorder,1,2015,368
CASTLERIDGE,Social Disorder,1,2015,434
KINGSLAND,Social Disorder,1,2015,397
ERIN WOODS,Social Disorder,1,2015,398
BRENTWOOD,Social Disorder,1,2015,518
ABBEYDALE,Social Disorder,1,2015,443
COVENTRY HILLS,Social Disorder,1,2015,492
PANORAMA HILLS,Social Disorder,1,2015,470
WESTWINDS,Social Disorder,1,2015,522
TUXEDO PARK,Social Disorder,1,2015,565
BANFF TRAIL,Social Disorder,1,2015,579
MIDNAPORE,Social Disorder,1,2015,469
KILLARNEY/GLENGARRY,Social Disorder,1,2015,609
SADDLE RIDGE,Social Disorder,1,2015,554
VARSITY,Social Disorder,1,2015,449
CAPITOL HILL,Social Disorder,1,2015,520
SOUTHVIEW,Social Disorder,1,2015,595
BEDDINGTON HEIGHTS,Social Disorder,1,2015,609
CLIFF BUNGALOW,Social Disorder,1,2015,666
ROSSCARROCK,Social Disorder,1,2015,548
FRANKLIN,Social Disorder,1,2015,542
THORNCLIFFE,Social Disorder,1,2015,554
MISSION,Social Disorder,1,2015,686
SOUTHWOOD,Social Disorder,1,2015,624
TARADALE,Social Disorder,1,2015,558
LOWER MOUNT ROYAL,Social Disorder,1,2015,645
BANKVIEW,Social Disorder,1,2015,756
MONTGOMERY,Social Disorder,1,2015,690
FOREST HEIGHTS,Social Disorder,1,2015,635
MANCHESTER INDUSTRIAL,Social Disorder,1,2015,1007
MCKENZIE TOWNE,Social Disorder,1,2015,648
MARLBOROUGH PARK,Social Disorder,1,2015,774
SUNRIDGE,Social Disorder,1,2015,799
MARTINDALE,Social Disorder,1,2015,623
CRESCENT HEIGHTS,Social Disorder,1,2015,791
ARBOUR LAKE,Social Disorder,1,2015,635
HAYSBORO,Social Disorder,1,2015,848
OGDEN,Social Disorder,1,2015,819
DOWNTOWN WEST END,Social Disorder,1,2015,516
HUNTINGTON HILLS,Social Disorder,1,2015,823
TEMPLE,Social Disorder,1,2015,787
WHITEHORN,Social Disorder,1,2015,816
RUNDLE,Social Disorder,1,2015,843
SUNALTA,Social Disorder,1,2015,1011
ACADIA,Social Disorder,1,2015,1025
BRIDGELAND/RIVERSIDE,Social Disorder,1,2015,1041
PINERIDGE,Social Disorder,1,2015,972
HILLHURST,Social Disorder,1,2015,854
PENBROOKE MEADOWS,Social Disorder,1,2015,814
SHAWNESSY,Social Disorder,1,2015,929
ALBERT PARK/RADISSON HEIGHTS,Social Disorder,1,2015,1000
FALCONRIDGE,Social Disorder,1,2015,1010
DOVER,Social Disorder,1,2015,1333
MARLBOROUGH,Social Disorder,1,2015,1238
BOWNESS,Social Disorder,1,2015,1160
DOWNTOWN EAST VILLAGE,Social Disorder,1,2015,1001
FOREST LAWN,Social Disorder,1,2015,2233
DOWNTOWN COMMERCIAL CORE,Social Disorder,1,2015,5895
BELTLINE,Social Disorder,1,2015,7510
AURORA BUSINESS PARK,Theft FROM Vehicle,1,2015,1
CARRINGTON,Theft FROM Vehicle,1,2015,0
CITYSCAPE,Theft FROM Vehicle,1,2015,0
EAGLE RIDGE,Theft FROM Vehicle,1,2015,6
LEGACY,Theft FROM Vehicle,1,2015,18
RIDEAU PARK,Theft FROM Vehicle,1,2015,4
ROYAL VISTA,Theft FROM Vehicle,1,2015,0
SECTION 23,Theft FROM Vehicle,1,2015,2
SHERWOOD,Theft FROM Vehicle,1,2015,13
SKYLINE WEST,Theft FROM Vehicle,1,2015,0
STONEGATE LANDING,Theft FROM Vehicle,1,2015,0
STONEY 1,Theft FROM Vehicle,1,2015,1
STONEY 3,Theft FROM Vehicle,1,2015,0
BAYVIEW,Theft FROM Vehicle,1,2015,4
BEL-AIRE,Theft FROM Vehicle,1,2015,2
LIVINGSTON,Theft FROM Vehicle,1,2015,0
MAYFAIR,Theft FROM Vehicle,1,2015,4
NOSE HILL PARK,Theft FROM Vehicle,1,2015,11
QUEENS PARK VILLAGE,Theft FROM Vehicle,1,2015,1
SETON,Theft FROM Vehicle,1,2015,8
STONEY 4,Theft FROM Vehicle,1,2015,1
CFB - LINCOLN PARK PMQ,Theft FROM Vehicle,1,2015,0
CRESTMONT,Theft FROM Vehicle,1,2015,7
GLENDEER BUSINESS PARK,Theft FROM Vehicle,1,2015,3
POINT MCKAY,Theft FROM Vehicle,1,2015,6
ROXBORO,Theft FROM Vehicle,1,2015,1
BONAVISTA DOWNS,Theft FROM Vehicle,1,2015,12
BRITANNIA,Theft FROM Vehicle,1,2015,12
GREAT PLAINS,Theft FROM Vehicle,1,2015,11
NORTH HAVEN UPPER,Theft FROM Vehicle,1,2015,7
REDSTONE,Theft FROM Vehicle,1,2015,4
SKYLINE EAST,Theft FROM Vehicle,1,2015,10
UPPER MOUNT ROYAL,Theft FROM Vehicle,1,2015,20
CHRISTIE PARK,Theft FROM Vehicle,1,2015,31
DIAMOND COVE,Theft FROM Vehicle,1,2015,16
GLENMORE PARK,Theft FROM Vehicle,1,2015,11
MAYLAND,Theft FROM Vehicle,1,2015,8
RED CARPET,Theft FROM Vehicle,1,2015,16
ROSEDALE,Theft FROM Vehicle,1,2015,15
SCARBORO,Theft FROM Vehicle,1,2015,2
SCARBORO/ SUNALTA WEST,Theft FROM Vehicle,1,2015,3
GREENVIEW INDUSTRIAL PARK,Theft FROM Vehicle,1,2015,18
GREENWOOD/GREENBRIAR,Theft FROM Vehicle,1,2015,2
OGDEN SHOPS,Theft FROM Vehicle,1,2015,6
PEGASUS,Theft FROM Vehicle,1,2015,1
STARFIELD,Theft FROM Vehicle,1,2015,4
WALDEN,Theft FROM Vehicle,1,2015,14
CHINOOK PARK,Theft FROM Vehicle,1,2015,16
COACH HILL,Theft FROM Vehicle,1,2015,19
FISH CREEK PARK,Theft FROM Vehicle,1,2015,8
PUMP HILL,Theft FROM Vehicle,1,2015,4
ASPEN WOODS,Theft FROM Vehicle,1,2015,34
BURNS INDUSTRIAL,Theft FROM Vehicle,1,2015,23
KELVIN GROVE,Theft FROM Vehicle,1,2015,20
SOUTH FOOTHILLS,Theft FROM Vehicle,1,2015,6
GOLDEN TRIANGLE,Theft FROM Vehicle,1,2015,8
SPRUCE CLIFF,Theft FROM Vehicle,1,2015,19
STONEY 2,Theft FROM Vehicle,1,2015,10
WESTGATE,Theft FROM Vehicle,1,2015,24
CORAL SPRINGS,Theft FROM Vehicle,1,2015,25
EAU CLAIRE,Theft FROM Vehicle,1,2015,34
ELBOYA,Theft FROM Vehicle,1,2015,17
OAKRIDGE,Theft FROM Vehicle,1,2015,29
PATTERSON,Theft FROM Vehicle,1,2015,20
QUEENSLAND,Theft FROM Vehicle,1,2015,26
SHAGANAPPI,Theft FROM Vehicle,1,2015,17
CFB - CURRIE,Theft FROM Vehicle,1,2015,7
MAHOGANY,Theft FROM Vehicle,1,2015,26
RUTLAND PARK,Theft FROM Vehicle,1,2015,13
ALYTH/BONNYBROOK,Theft FROM Vehicle,1,2015,16
ERLTON,Theft FROM Vehicle,1,2015,19
FAIRVIEW INDUSTRIAL,Theft FROM Vehicle,1,2015,14
GREENVIEW,Theft FROM Vehicle,1,2015,15
MANCHESTER,Theft FROM Vehicle,1,2015,40
PARKDALE,Theft FROM Vehicle,1,2015,9
SAGE HILL,Theft FROM Vehicle,1,2015,33
COUNTRY HILLS VILLAGE,Theft FROM Vehicle,1,2015,26
MACEWAN GLEN,Theft FROM Vehicle,1,2015,41
NORTH HAVEN,Theft FROM Vehicle,1,2015,35
ROSEMONT,Theft FROM Vehicle,1,2015,6
SILVERADO,Theft FROM Vehicle,1,2015,23
VALLEYFIELD,Theft FROM Vehicle,1,2015,19
CANADA OLYMPIC PARK,Theft FROM Vehicle,1,2015,8
COUNTRY HILLS,Theft FROM Vehicle,1,2015,27
DISCOVERY RIDGE,Theft FROM Vehicle,1,2015,31
LAKEVIEW,Theft FROM Vehicle,1,2015,32
NOLAN HILL,Theft FROM Vehicle,1,2015,27
RAMSAY,Theft FROM Vehicle,1,2015,25
VALLEY RIDGE,Theft FROM Vehicle,1,2015,27
WEST SPRINGS,Theft FROM Vehicle,1,2015,21
DEER RUN,Theft FROM Vehicle,1,2015,18
EASTFIELD,Theft FROM Vehicle,1,2015,2
FAIRVIEW,Theft FROM Vehicle,1,2015,80
HAMPTONS,Theft FROM Vehicle,1,2015,25
SADDLE RIDGE INDUSTRIAL,Theft FROM Vehicle,1,2015,13
SHAWNEE SLOPES,Theft FROM Vehicle,1,2015,17
WESTWINDS,Theft FROM Vehicle,1,2015,18
CAMBRIAN HEIGHTS,Theft FROM Vehicle,1,2015,8
DEERFOOT BUSINESS CENTRE,Theft FROM Vehicle,1,2015,28
DOWNTOWN WEST END,Theft FROM Vehicle,1,2015,29
EAST SHEPARD INDUSTRIAL,Theft FROM Vehicle,1,2015,42
CALGARY INTERNATIONAL AIRPORT,Theft FROM Vehicle,1,2015,35
GLENDALE,Theft FROM Vehicle,1,2015,15
UNIVERSITY HEIGHTS,Theft FROM Vehicle,1,2015,17
CLIFF BUNGALOW,Theft FROM Vehicle,1,2015,28
HIGHFIELD,Theft FROM Vehicle,1,2015,38
KINCORA,Theft FROM Vehicle,1,2015,6
SADDLE RIDGE,Theft FROM Vehicle,1,2015,51
SHEPARD INDUSTRIAL,Theft FROM Vehicle,1,2015,44
ST. ANDREWS HEIGHTS,Theft FROM Vehicle,1,2015,27
WINDSOR PARK,Theft FROM Vehicle,1,2015,53
COUGAR RIDGE,Theft FROM Vehicle,1,2015,39
MERIDIAN,Theft FROM Vehicle,1,2015,40
MILLRISE,Theft FROM Vehicle,1,2015,47
FOREST LAWN INDUSTRIAL,Theft FROM Vehicle,1,2015,31
KINGSLAND,Theft FROM Vehicle,1,2015,67
COLLINGWOOD,Theft FROM Vehicle,1,2015,27
LINCOLN PARK,Theft FROM Vehicle,1,2015,20
MAPLE RIDGE,Theft FROM Vehicle,1,2015,34
SANDSTONE VALLEY,Theft FROM Vehicle,1,2015,32
WOODLANDS,Theft FROM Vehicle,1,2015,43
BRAESIDE,Theft FROM Vehicle,1,2015,45
CITADEL,Theft FROM Vehicle,1,2015,38
NORTH AIRWAYS,Theft FROM Vehicle,1,2015,21
SOUTHVIEW,Theft FROM Vehicle,1,2015,44
BRIDLEWOOD,Theft FROM Vehicle,1,2015,47
HIGHWOOD,Theft FROM Vehicle,1,2015,37
PARKHILL,Theft FROM Vehicle,1,2015,24
SUNALTA,Theft FROM Vehicle,1,2015,50
AUBURN BAY,Theft FROM Vehicle,1,2015,79
ROYAL OAK,Theft FROM Vehicle,1,2015,56
SKYVIEW RANCH,Theft FROM Vehicle,1,2015,38
CEDARBRAE,Theft FROM Vehicle,1,2015,19
MCCALL,Theft FROM Vehicle,1,2015,21
PARKLAND,Theft FROM Vehicle,1,2015,48
RIVERBEND,Theft FROM Vehicle,1,2015,55
SUNNYSIDE,Theft FROM Vehicle,1,2015,50
WILDWOOD,Theft FROM Vehicle,1,2015,32
INGLEWOOD,Theft FROM Vehicle,1,2015,68
CHINATOWN,Theft FROM Vehicle,1,2015,32
EVANSTON,Theft FROM Vehicle,1,2015,52
HOUNSFIELD HEIGHTS/BRIAR HILL,Theft FROM Vehicle,1,2015,50
SILVER SPRINGS,Theft FROM Vehicle,1,2015,49
SOMERSET,Theft FROM Vehicle,1,2015,59
SOUTH AIRWAYS,Theft FROM Vehicle,1,2015,45
DEER RIDGE,Theft FROM Vehicle,1,2015,40
HAYSBORO,Theft FROM Vehicle,1,2015,76
MIDNAPORE,Theft FROM Vehicle,1,2015,105
ELBOW PARK,Theft FROM Vehicle,1,2015,24
STRATHCONA PARK,Theft FROM Vehicle,1,2015,43
APPLEWOOD PARK,Theft FROM Vehicle,1,2015,33
CASTLERIDGE,Theft FROM Vehicle,1,2015,59
COPPERFIELD,Theft FROM Vehicle,1,2015,69
EAST FAIRVIEW INDUSTRIAL,Theft FROM Vehicle,1,2015,48
HORIZON,Theft FROM Vehicle,1,2015,37
MEADOWLARK PARK,Theft FROM Vehicle,1,2015,52
PANORAMA HILLS,Theft FROM Vehicle,1,2015,83
DOWNTOWN EAST VILLAGE,Theft FROM Vehicle,1,2015,22
GLAMORGAN,Theft FROM Vehicle,1,2015,45
LOWER MOUNT ROYAL,Theft FROM Vehicle,1,2015,52
ROCKY RIDGE,Theft FROM Vehicle,1,2015,36
ROSSCARROCK,Theft FROM Vehicle,1,2015,45
VISTA HEIGHTS,Theft FROM Vehicle,1,2015,36
WOODBINE,Theft FROM Vehicle,1,2015,37
PALLISER,Theft FROM Vehicle,1,2015,28
NORTH GLENMORE PARK,Theft FROM Vehicle,1,2015,35
HAWKWOOD,Theft FROM Vehicle,1,2015,53
CHARLESWOOD,Theft FROM Vehicle,1,2015,35
SPRINGBANK HILL,Theft FROM Vehicle,1,2015,34
ABBEYDALE,Theft FROM Vehicle,1,2015,70
WEST HILLHURST,Theft FROM Vehicle,1,2015,47
CANYON MEADOWS,Theft FROM Vehicle,1,2015,69
ERIN WOODS,Theft FROM Vehicle,1,2015,65
SUNDANCE,Theft FROM Vehicle,1,2015,51
DOUGLASDALE/GLEN,Theft FROM Vehicle,1,2015,75
MONTEREY PARK,Theft FROM Vehicle,1,2015,51
CAPITOL HILL,Theft FROM Vehicle,1,2015,59
CHAPARRAL,Theft FROM Vehicle,1,2015,60
DALHOUSIE,Theft FROM Vehicle,1,2015,66
SIGNAL HILL,Theft FROM Vehicle,1,2015,70
TUSCANY,Theft FROM Vehicle,1,2015,79
MISSION,Theft FROM Vehicle,1,2015,56
NEW BRIGHTON,Theft FROM Vehicle,1,2015,37
HIGHLAND PARK,Theft FROM Vehicle,1,2015,88
MARTINDALE,Theft FROM Vehicle,1,2015,65
BANKVIEW,Theft FROM Vehicle,1,2015,84
CRESCENT HEIGHTS,Theft FROM Vehicle,1,2015,98
FOREST HEIGHTS,Theft FROM Vehicle,1,2015,72
MOUNT PLEASANT,Theft FROM Vehicle,1,2015,85
RANCHLANDS,Theft FROM Vehicle,1,2015,61
TUXEDO PARK,Theft FROM Vehicle,1,2015,89
MAYLAND HEIGHTS,Theft FROM Vehicle,1,2015,75
SOUTHWOOD,Theft FROM Vehicle,1,2015,86
BRIDGELAND/RIVERSIDE,Theft FROM Vehicle,1,2015,114
RENFREW,Theft FROM Vehicle,1,2015,118
MARLBOROUGH PARK,Theft FROM Vehicle,1,2015,117
WINSTON HEIGHTS/MOUNTVIEW,Theft FROM Vehicle,1,2015,55
HARVEST HILLS,Theft FROM Vehicle,1,2015,69
GLENBROOK,Theft FROM Vehicle,1,2015,62
RUNDLE,Theft FROM Vehicle,1,2015,65
BANFF TRAIL,Theft FROM Vehicle,1,2015,52
SCENIC ACRES,Theft FROM Vehicle,1,2015,56
ARBOUR LAKE,Theft FROM Vehicle,1,2015,65
EVERGREEN,Theft FROM Vehicle,1,2015,55
FOOTHILLS,Theft FROM Vehicle,1,2015,51
HIDDEN VALLEY,Theft FROM Vehicle,1,2015,62
FRANKLIN,Theft FROM Vehicle,1,2015,69
OGDEN,Theft FROM Vehicle,1,2015,77
SOUTH CALGARY,Theft FROM Vehicle,1,2015,31
WHITEHORN,Theft FROM Vehicle,1,2015,65
MANCHESTER INDUSTRIAL,Theft FROM Vehicle,1,2015,94
MCKENZIE LAKE,Theft FROM Vehicle,1,2015,90
WILLOW PARK,Theft FROM Vehicle,1,2015,91
PENBROOKE MEADOWS,Theft FROM Vehicle,1,2015,86
CRANSTON,Theft FROM Vehicle,1,2015,104
MCKENZIE TOWNE,Theft FROM Vehicle,1,2015,83
HILLHURST,Theft FROM Vehicle,1,2015,94
ALBERT PARK/RADISSON HEIGHTS,Theft FROM Vehicle,1,2015,84
MARLBOROUGH,Theft FROM Vehicle,1,2015,92
BRENTWOOD,Theft FROM Vehicle,1,2015,76
RICHMOND,Theft FROM Vehicle,1,2015,37
UNIVERSITY OF CALGARY,Theft FROM Vehicle,1,2015,74
TARADALE,Theft FROM Vehicle,1,2015,57
COVENTRY HILLS,Theft FROM Vehicle,1,2015,104
BEDDINGTON HEIGHTS,Theft FROM Vehicle,1,2015,77
KILLARNEY/GLENGARRY,Theft FROM Vehicle,1,2015,91
MONTGOMERY,Theft FROM Vehicle,1,2015,78
SUNRIDGE,Theft FROM Vehicle,1,2015,94
SHAWNESSY,Theft FROM Vehicle,1,2015,123
TEMPLE,Theft FROM Vehicle,1,2015,80
EDGEMONT,Theft FROM Vehicle,1,2015,56
VARSITY,Theft FROM Vehicle,1,2015,81
DOVER,Theft FROM Vehicle,1,2015,176
ACADIA,Theft FROM Vehicle,1,2015,120
BOWNESS,Theft FROM Vehicle,1,2015,100
PINERIDGE,Theft FROM Vehicle,1,2015,114
FOREST LAWN,Theft FROM Vehicle,1,2015,124
FALCONRIDGE,Theft FROM Vehicle,1,2015,94
THORNCLIFFE,Theft FROM Vehicle,1,2015,134
ALTADORE,Theft FROM Vehicle,1,2015,73
LAKE BONAVISTA,Theft FROM Vehicle,1,2015,164
HUNTINGTON HILLS,Theft FROM Vehicle,1,2015,106
BELTLINE,Theft FROM Vehicle,1,2015,333
DOWNTOWN COMMERCIAL CORE,Theft FROM Vehicle,1,2015,199
AURORA BUSINESS PARK,Theft OF Vehicle,1,2015,1
BEL-AIRE,Theft OF Vehicle,1,2015,0
CFB - CURRIE,Theft OF Vehicle,1,2015,1
CITYSCAPE,Theft OF Vehicle,1,2015,2
FISH CREEK PARK,Theft OF Vehicle,1,2015,0
GLENMORE PARK,Theft OF Vehicle,1,2015,0
LEGACY,Theft OF Vehicle,1,2015,3
NOSE HILL PARK,Theft OF Vehicle,1,2015,2
QUEENS PARK VILLAGE,Theft OF Vehicle,1,2015,0
RIDEAU PARK,Theft OF Vehicle,1,2015,1
ROYAL VISTA,Theft OF Vehicle,1,2015,0
SCARBORO,Theft OF Vehicle,1,2015,2
SCARBORO/ SUNALTA WEST,Theft OF Vehicle,1,2015,1
SETON,Theft OF Vehicle,1,2015,1
SHERWOOD,Theft OF Vehicle,1,2015,3
SKYLINE WEST,Theft OF Vehicle,1,2015,0
STONEGATE LANDING,Theft OF Vehicle,1,2015,0
STONEY 3,Theft OF Vehicle,1,2015,0
ASPEN WOODS,Theft OF Vehicle,1,2015,7
BAYVIEW,Theft OF Vehicle,1,2015,0
BRITANNIA,Theft OF Vehicle,1,2015,1
CANADA OLYMPIC PARK,Theft OF Vehicle,1,2015,1
CFB - LINCOLN PARK PMQ,Theft OF Vehicle,1,2015,0
CHINOOK PARK,Theft OF Vehicle,1,2015,4
CRESTMONT,Theft OF Vehicle,1,2015,3
EAGLE RIDGE,Theft OF Vehicle,1,2015,0
MAYFAIR,Theft OF Vehicle,1,2015,1
MAYLAND,Theft OF Vehicle,1,2015,2
NORTH HAVEN UPPER,Theft OF Vehicle,1,2015,3
PEGASUS,Theft OF Vehicle,1,2015,2
POINT MCKAY,Theft OF Vehicle,1,2015,0
ROSEDALE,Theft OF Vehicle,1,2015,2
RUTLAND PARK,Theft OF Vehicle,1,2015,7
STONEY 1,Theft OF Vehicle,1,2015,0
STONEY 2,Theft OF Vehicle,1,2015,9
STONEY 4,Theft OF Vehicle,1,2015,0
VALLEY RIDGE,Theft OF Vehicle,1,2015,7
CHINATOWN,Theft OF Vehicle,1,2015,3
CHRISTIE PARK,Theft OF Vehicle,1,2015,3
DISCOVERY RIDGE,Theft OF Vehicle,1,2015,7
DOWNTOWN EAST VILLAGE,Theft OF Vehicle,1,2015,20
EAU CLAIRE,Theft OF Vehicle,1,2015,9
GREAT PLAINS,Theft OF Vehicle,1,2015,4
NORTH HAVEN,Theft OF Vehicle,1,2015,5
OGDEN SHOPS,Theft OF Vehicle,1,2015,2
ROXBORO,Theft OF Vehicle,1,2015,0
SAGE HILL,Theft OF Vehicle,1,2015,12
SKYLINE EAST,Theft OF Vehicle,1,2015,3
SPRINGBANK HILL,Theft OF Vehicle,1,2015,12
STARFIELD,Theft OF Vehicle,1,2015,1
UPPER MOUNT ROYAL,Theft OF Vehicle,1,2015,4
WALDEN,Theft OF Vehicle,1,2015,4
WILDWOOD,Theft OF Vehicle,1,2015,3
BONAVISTA DOWNS,Theft OF Vehicle,1,2015,2
COUNTRY HILLS VILLAGE,Theft OF Vehicle,1,2015,8
ERLTON,Theft OF Vehicle,1,2015,6
PALLISER,Theft OF Vehicle,1,2015,8
PUMP HILL,Theft OF Vehicle,1,2015,4
REDSTONE,Theft OF Vehicle,1,2015,7
CAMBRIAN HEIGHTS,Theft OF Vehicle,1,2015,6
COACH HILL,Theft OF Vehicle,1,2015,10
GREENWOOD/GREENBRIAR,Theft OF Vehicle,1,2015,2
MAHOGANY,Theft OF Vehicle,1,2015,8
ROSEMONT,Theft OF Vehicle,1,2015,5
SHAGANAPPI,Theft OF Vehicle,1,2015,8
CEDARBRAE,Theft OF Vehicle,1,2015,10
CITADEL,Theft OF Vehicle,1,2015,21
COUGAR RIDGE,Theft OF Vehicle,1,2015,9
DIAMOND COVE,Theft OF Vehicle,1,2015,5
DOWNTOWN WEST END,Theft OF Vehicle,1,2015,5
ELBOYA,Theft OF Vehicle,1,2015,6
GLENDEER BUSINESS PARK,Theft OF Vehicle,1,2015,0
HAMPTONS,Theft OF Vehicle,1,2015,2
MACEWAN GLEN,Theft OF Vehicle,1,2015,11
OAKRIDGE,Theft OF Vehicle,1,2015,4
RED CARPET,Theft OF Vehicle,1,2015,9
ROCKY RIDGE,Theft OF Vehicle,1,2015,17
SECTION 23,Theft OF Vehicle,1,2015,2
SHAWNEE SLOPES,Theft OF Vehicle,1,2015,6
STRATHCONA PARK,Theft OF Vehicle,1,2015,11
COUNTRY HILLS,Theft OF Vehicle,1,2015,4
DEERFOOT BUSINESS CENTRE,Theft OF Vehicle,1,2015,8
GLENDALE,Theft OF Vehicle,1,2015,13
KELVIN GROVE,Theft OF Vehicle,1,2015,5
MAPLE RIDGE,Theft OF Vehicle,1,2015,6
NOLAN HILL,Theft OF Vehicle,1,2015,5
NORTH GLENMORE PARK,Theft OF Vehicle,1,2015,12
PARKLAND,Theft OF Vehicle,1,2015,5
PATTERSON,Theft OF Vehicle,1,2015,5
RAMSAY,Theft OF Vehicle,1,2015,6
SOUTH FOOTHILLS,Theft OF Vehicle,1,2015,7
SPRUCE CLIFF,Theft OF Vehicle,1,2015,8
WEST SPRINGS,Theft OF Vehicle,1,2015,8
CHARLESWOOD,Theft OF Vehicle,1,2015,4
DEER RUN,Theft OF Vehicle,1,2015,10
GREENVIEW,Theft OF Vehicle,1,2015,17
KINCORA,Theft OF Vehicle,1,2015,6
PARKDALE,Theft OF Vehicle,1,2015,6
PARKHILL,Theft OF Vehicle,1,2015,12
SANDSTONE VALLEY,Theft OF Vehicle,1,2015,13
ST. ANDREWS HEIGHTS,Theft OF Vehicle,1,2015,12
SUNDANCE,Theft OF Vehicle,1,2015,13
SUNNYSIDE,Theft OF Vehicle,1,2015,14
ALYTH/BONNYBROOK,Theft OF Vehicle,1,2015,11
BRAESIDE,Theft OF Vehicle,1,2015,10
COLLINGWOOD,Theft OF Vehicle,1,2015,13
EASTFIELD,Theft OF Vehicle,1,2015,2
ELBOW PARK,Theft OF Vehicle,1,2015,11
FAIRVIEW INDUSTRIAL,Theft OF Vehicle,1,2015,6
GOLDEN TRIANGLE,Theft OF Vehicle,1,2015,8
INGLEWOOD,Theft OF Vehicle,1,2015,22
LAKEVIEW,Theft OF Vehicle,1,2015,10
LINCOLN PARK,Theft OF Vehicle,1,2015,3
MISSION,Theft OF Vehicle,1,2015,13
SCENIC ACRES,Theft OF Vehicle,1,2015,10
WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,1,2015,29
WOODLANDS,Theft OF Vehicle,1,2015,8
BURNS INDUSTRIAL,Theft OF Vehicle,1,2015,17
HIGHWOOD,Theft OF Vehicle,1,2015,19
MILLRISE,Theft OF Vehicle,1,2015,12
SIGNAL HILL,Theft OF Vehicle,1,2015,29
SILVER SPRINGS,Theft OF Vehicle,1,2015,19
SILVERADO,Theft OF Vehicle,1,2015,18
VALLEYFIELD,Theft OF Vehicle,1,2015,14
WESTGATE,Theft OF Vehicle,1,2015,8
COPPERFIELD,Theft OF Vehicle,1,2015,29
FAIRVIEW,Theft OF Vehicle,1,2015,15
GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,1,2015,19
